lemma	pos	form	sentence	source_corpus
nostaa	VERB	nostimme	En ole ollut aidosti onnellinen kertaakaan sen jälkeen, kun nostimme purjeet.	fi
nostaa	VERB	nostan	Sitten nostan äidin istumaan suihkujakkaralle ja annan suihkun hänen käteensä.	fi
sisko	NOUN	siskoosi	Täytyy yrittää tuota siskoosi.	fi
sisko	NOUN	siskon	Hän ei vieläkään tiedä, miksi siskon mielestä hänelle ei olisi saanut kertoa.	fi
olo	NOUN	olosta	Kun seuraavana aamuna olosta huolimatta on oltava taas valmis sotaan.	fi
olo	NOUN	oloanne	Se varmasti helpottaa oloanne.	fi
vara	NOUN	varaasi	Jos et pidä varaasi, sinulle käy huonosti.	fi
vara	NOUN	varalleen	Minulla on kuitenkin suunnitelmia hänen varalleen.	fi
kuvitella	VERB	kuvitelleeni	Luulin jo hetken aikaa kuvitelleeni kaiken, vaikka nimi oli täsmälleen sama.	fi
kuvitella	VERB	kuvittelemani	Mitä minun kuvitelmastani mahdollisesti ajattelevat he, jotka ovat oikeasti kokeneet kuvittelemani asiat?	fi
alku	NOUN	alkujen	Se on kaikkien alkujen ja loppujen tuolla puolen.	fi
alku	NOUN	alkuni	Tämä on uuden alkuni ensimmäinen merkintä.	fi
jokainen	DET	jokaiselta	Minun täytyy tehdä sukuselvitys jokaiselta paikkakunnalta, jossa äiti on asunut.	fi
jokainen	DET	jokaisissa	Sen nimi toistettiin jokaisissa uutisissa.	fi
tavara	NOUN	tavaraansa	Miehet uskoivat, ettei ollut, sillä ei Panu tavaraansa piilottanut.	fi
tavara	NOUN	tavaroihinsa	Rose kysyi ja nyökkäsi heidän tavaroihinsa päin.	fi
estää	VERB	estetään	Jos me estetään sitä.	fi
estää	VERB	estän	Minä estän hääsi vaikka minun pitäisi tappaa sinut.	fi
sinä	PRON	sää	Asukkaiden valtaosa saa elantonsa merestä, ja kuten tiedät, harhakuvien ohella erikoisuuteni on sää.	fi
sinä	PRON	Sasi	Ilkka Sasi sanoo, että ryhmä sitoutuu pormestariohjelmaan.	fi
kymmenen	NUM	kymmenenä	Yhdessä yössä oli satanut enemmän kuin kymmenenä viime talvena yhteensä.	fi
kymmenen	NUM	kymmeneen	En minä tuntenut Martinkaan kanssa näin moneen kymmeneen vuoteen.	fi
tuollainen	ADJ	tuollaisessa	Olen järkyttynyt siitä, että minun poikani on tuollaisessa tilanteessa.	fi
tuollainen	ADJ	tollanen	Jos sitä kysyi keikalle, se vastasi, että vittusaatana kiinnosta tollanen, mikä tarkoitti, että okei.	fi
presidentti	NOUN	presidenttini	Kuka ampui minun presidenttini? hän ajatteli.	fi
presidentti	NOUN	presidenttiämme	Jumala siunatkoon presidenttiämme, seksiä ja Amerikkaa.	fi
johtaja	NOUN	johtajaksemme	Mutta tule pois ja rupea johtajaksemme.	fi
johtaja	NOUN	johtajalle	Sillä tavalla saimme hankittua johtajalle kaksi vaimoa.	fi
mahtaa	VERB	mahtava	Esimerkiksi mahtava äiti, minä sanon.	fi
mahtaa	VERB	mahtavat	Mädäntyneen puun säikeitä murtui irti, kun hänen mahtavat hartiansa ja selkänsä painautuivat lankkuja vasten.	fi
tehtävä	NOUN	tehtävänsä	Hän on tehnyt oman tehtävänsä.	fi
tehtävä	NOUN	tehtäväsi	Tiesin, mitä tein... kun olisit sinäkin tehtäväsi tehnyt.	fi
loppua	VERB	loppumassa	Mikään ei viittaa siihen, että se olisi loppumassa.	fi
loppua	VERB	loppuivat	Aamiaiset Jarkon kanssa loppuivat kuin seinään, mutta koti on silti rakennettu rakkaudella.	fi
näkyä	VERB	näkyisi	Kalaan lähti, mutta kohta käski tuoda sanan, jos mitä näkyisi.	fi
näkyä	VERB	näkymällä	Hän oli nähnyt tämän lennokkiensa kameroiden välityksellä, tällä näkymällä hänet oli palkittu neljällä lennolla.	fi
pysäyttää	VERB	pysäytetään	Minä sanon sitten, missä pysäytetään.	fi
pysäyttää	VERB	pysäyttävänsä	Hän uskoo pysäyttävänsä sodan.	fi
ansaita	VERB	ansaitsisivat	Ja jotkut jotka kuolevat ansaitsisivat elämän.	fi
ansaita	VERB	ansaitsen	Minä ansaitsen kaiken tämän onnen, vaikka vanha olenkin.	fi
opettaa	VERB	opetamme	Me opetamme sinulle, miten voit käyttää sitä.	fi
opettaa	VERB	opettanut	Ainakin se on opettanut.	fi
työskennellä	VERB	työskentelisit	Milloin sinä työskentelisit, jos saisit itse valita?	fi
työskennellä	VERB	työskentele	Eivät he kaikki työskentele hänelle vain sen takia, että olisivat tuskissaan tai peloissaan.	fi
paeta	VERB	pakenisin	Entä jos vain pakenisin?	fi
paeta	VERB	paettava	Minun pitää keskittyä … Sinun on paettava.	fi
uni	NOUN	unta	En vain saanut unta.	fi
uni	NOUN	uneni	Näin hänet yöllä unessa, laulan teille uneni.	fi
agentti	NOUN	agenttejamme	Mutta hän on parhaita agenttejamme.	fi
agentti	NOUN	agenttiamme	Kaksi parasta agenttiamme pidätettiin samana yönä.	fi
huomio	NOUN	huomiotamme	Niin salaperäinen, ettei hän ole kertaakaan herättänyt huomiotamme kaikkien näiden vuosien aikana?	fi
huomio	NOUN	huomioita	En halua viedä huomioita pois teidän onnestanne, mutta minullakin on hyviä uutisia.	fi
vauva	NOUN	vauvallesi	Ala puhua vauvallesi; hän kyllä kuulee sinut.	fi
vauva	NOUN	vauvallemme	On hienoa, että ymmärrän jatkuvasti enemmän, mitä vaimoni juttelee vauvallemme, kertoo Hurley.	fi
kuningas	NOUN	kuninkaiden	Antaa kaikki anteeksi kuninkaiden tapaan?	fi
kuningas	NOUN	kuningastasi	Uskotko sinä omaa kuningastasi?	fi
hyväksyä	VERB	hyväksyttäneen	Onko kysyttävää … Päätös hyväksyttäneen.	fi
hyväksyä	VERB	hyväksyminen	On kuitenkin myös muistettava, että ymmärtäminen on täysin eri asia kuin hyväksyminen.	fi
vihainen	ADJ	vihaiselle	Se saa minut joskus vihaiselle päälle.	fi
vihainen	ADJ	vihaiselta	Nyt hän näytti vihaiselta.	fi
avain	NOUN	avaimia	Jos tahtoisi, ei tarvitsisi se mies avaimia odottaa.	fi
avain	NOUN	avaimena	Jo lapsena näin matematiikan avaimena tähän.	fi
paskiainen	NOUN	paskiaiseen	Ja mitä tulee siihen paskiaiseen tuolla ylhäällä, niin älä puhu hänestä mitään.	fi
paskiainen	NOUN	paskiaisella	Hän oli paikalla, koska jollakin paskiaisella oli ollut tärkeämpi tapaaminen.	fi
uskomaton	ADJ	uskomatonta	Tämä on ihan uskomatonta.	fi
uskomaton	ADJ	uskomattomampi	Totuus on selvästi uskomattomampi.	fi
juhla	NOUN	juhliani	Älä nyt mieti niitä minun juhliani.	fi
juhla	NOUN	juhlissanne	Olen ollut kaikissa juhlissanne.	fi
iloinen	ADJ	iloisina	Lapset leikkivät pihalla iloisina.	fi
iloinen	ADJ	iloisiksi	He tulivat havainnostaan oikein iloisiksi, pitkästä aikaa.	fi
epäillä	VERB	epäilisin	Ei sillä, että epäilisin niitä, mutta kunnes hän on näyttänyt ne...	fi
epäillä	VERB	epäilette	Mutta sitä, mistä te minua epäilette, en kerta kaikkiaan edes pystyisi tekemään.	fi
rakas	ADJ	rakkaitanne	Nyt voitte mennä katsomaan rakkaitanne.	fi
rakas	ADJ	rakkaillesi	Hyviä pyhiä, anna aikaa rakkaillesi kun he vielä elävät.	fi
tähti	NOUN	tähdelle	Emme pääse koskaan toiselle tähdelle.	fi
tähti	NOUN	tähtensä	Tuntuu vain niinkuin olisi jotakin hänen tähtensä tekeillä.	fi
virhe	NOUN	virheeltä	Kiitos siitä, mitä sanoit hänestä, sillä voi olla että oikeasti pelastit minut virheeltä.	fi
virhe	NOUN	virhettäsi	Et uskalla tunnustaa virhettäsi.	fi
kahvi	NOUN	kahvisi	Juo kahvisi loppuun, ja käy sitten pitkällesi.	fi
kahvi	NOUN	kahvin	Tilaan kahvin ja munkin.	fi
laki	NOUN	lakini	Sinun sanasi on minun lakini.	fi
laki	NOUN	laeissa	Mutta laeissa on se hyvä puoli, että niiden rikkomisesta voi saada nautintoa.	fi
eräs	PRON	eräisiin	Usko minua, on parempi lukeutua eräisiin kuin kaikkiin.	fi
eräs	PRON	eräästä	Joissain lehdissä on ollut ilkeitä kirjoitteluita miehestäni ja eräästä nuoremmasta naisesta.	fi
ilmoittaa	VERB	ilmoititte	Kiitos, kun ilmoititte niin nopeasti.	fi
ilmoittaa	VERB	ilmoittakaa	Muistakaa pitää silmät auki ja ilmoittakaa heti poliisille, jos huomaatte jotain.	fi
polttaa	VERB	polttaisivat	Ne polttaisivat tiensä läpi uudelleen.	fi
polttaa	VERB	polttaman	Kostaman sinun pitää ja tulella polttaman, sanoo Herra, Herra!	fi
taivas	NOUN	taivaasta	Isäsi varmasti katselee tuolta taivaasta ja on ylpeä sinusta.	fi
taivas	NOUN	taivaita	Pilvien ja tähtitarhain takana istui ja hallitsi maita ja taivaita.	fi
nauttia	VERB	nauttinut	En vain ole nauttinut siitä.	fi
nauttia	VERB	nautitaan	Nyt vain nautitaan toisistamme ja elämästä, minä sanon.	fi
luvata	VERB	luvataan	Mitä tahansa teille luvataan, lupaan tarjota parempaa, tavalla tai toisella.	fi
luvata	VERB	lupaamani	Vastineeksi saat lupaamani tiedot, ja saat ne saman tien.	fi
lähetti	NOUN	lähettinsä	Hänen lähettinsä sai tehtäväksi ilmoittaa heti kun isot herrat olivat lähteneet.	fi
lähetti	NOUN	lähettiä	Valkotukkainen mies oli hetken hiljaa ja katseli lähettiä tutkivasti.	fi
saapua	VERB	saapumatta	Yksi ihminen oli vielä saapumatta.	fi
saapua	VERB	saapuu	Olen tilannut meille joulupukin, ja kun pukki saapuu, tunnelma kohoaa ainakin hetkeksi.	fi
koe	NOUN	Kokeet	Ensin Valinta, sitten Kokeet, ja sitten vielä Muutokset.	fi
koe	NOUN	Kokeisiin	Menit Kokeisiin ja selvisit niistä.	fi
pystyä	VERB	pystyisimme	Katselin kaikkea saalista, sitten meitä kahdeksaa, ja ajattelin kuinka vähän pystyisimme kantamaan ylös portaita.	fi
pystyä	VERB	pystyvä	Hän oli omasta mielestään yhä pystyvä mies mitä naisasioihin tuli.	fi
lentää	VERB	lentäisimme	En todellakaan odottanut, että lentäisimme kädet levällään toistemme syliin.	fi
lentää	VERB	lennetään	Eikä Pyörre ole jotain, mihin lennetään.	fi
lahja	NOUN	lahjansa	Hänen lahjansa ovat ihan muualla.	fi
lahja	NOUN	lahjalta	Tilaisuus oli näyttänyt taivaan lahjalta.	fi
alue	NOUN	aluettasi	Ja olet oikeassa, tämä on sinun aluettasi.	fi
alue	NOUN	alueellaan	Hän kuulostaa mieheltä, joka nyt liikkuu omalla alueellaan, sektorilla jonka hallitsee.	fi
sairas	ADJ	sairaasta	Olen eri mieltä, mutta kerron hänelle sairaasta tempusta, jonka tein vain kaksitoista tuntia sitten.	fi
sairas	ADJ	sairaaksi	Tunsin oloni vapisevaksi ja sairaaksi, aivan kuin olisin tajunnut ensi kertaa, mihin olin ryhtymässä.	fi
kausi	NOUN	kausillaan	Kaikkien tarinat on jo käyty läpi heidän omilla kausillaan.	fi
kausi	NOUN	kausille	Se antaa uskoa tuleville kausille, että joskus pystyn olemaan siellä ihan kärjessä.	fi
järjestää	VERB	järjestäisi	Hän ei tiennyt miten järjestäisi asiat.	fi
järjestää	VERB	järjestän	Järjestin itseni tähän liemeen, ja järjestän itseni siitä pois.	fi
vaate	NOUN	vaatteissaan	Se merkki oli kaikissa hänen vaatteissaan... tämä on äiti vainajan huivi!	fi
vaate	NOUN	vaatteiden	Sitten soitan Pesoselle, ja hän tulee pian paikalle vaatteiden kanssa.	fi
satuttaa	VERB	satuttaisin	Luulin, että jos vain satuttaisin häntä yhtä paljon kuin hän satutti minua, saisin kostoni.	fi
satuttaa	VERB	satuttamatta	Pitelin hänestä kiinni niin lujaa kuin satuttamatta pystyin.	fi
ruumis	NOUN	ruumiita	Suurin järkytys ei ollut se, että siellä oli ruumiita.	fi
ruumis	NOUN	ruumiilleen	Hänen ruumiilleen tehtiin kuulemma kauheita asioita.	fi
vaarallinen	ADJ	vaarallisempi	Kirves oli vaarallisempi, mutta miekka nopeampi.	fi
vaarallinen	ADJ	vaaralliseksi	Mutta älä kerro kenellekään, tai tämä menee vaaralliseksi, Väänänen sanoo.	fi
tarkka	ADJ	tarkkaan	Ne ovat tarkkaan harkittu ja pitkään valmisteltu operaatio.	fi
tarkka	ADJ	tarkoitta	Se tarkoitta, että alueelle tarvitaan lisää teollisia työpaikkoja.	fi
kamala	ADJ	kamalia	Tarkoitan, että meille tapahtui kamalia asioita.	fi
kamala	ADJ	kamalaa	Mutta kuulin kaiken, ja sekin oli tarpeeksi kamalaa.	fi
usein	ADV	Useammin	Useammin kuin kerran tämän kirjan kirjoittamisen aikana halusin haastaa juonenkulun.	fi
järki	NOUN	järkeäni	En ehkä olekaan menettänyt järkeäni.	fi
järki	NOUN	järkiisi	Toki uskoin sinua silloin, mutta luotin, että olisit tähän mennessä tullut järkiisi.	fi
päätös	NOUN	päätöksille	Aikaa on vain päätöksille.	fi
päätös	NOUN	päätöksestä	Yritykset eivät voi valittaa pankin päätöksestä.	fi
kauppa	NOUN	kaupastaan	Voi olla, että saavat enemmänkin kuin ovat kaupastaan odottaneet.	fi
kauppa	NOUN	kaupasta	Nostan joka aamu kaksi kahvikuppia pöytään ja ostan kaupasta liikaa ruokaa.	fi
seksi	NOUN	seksiä	Olemme naisia ja tiedämme, mihin kaikkeen seksiä voi käyttää nautinnon ohella.	fi
seksi	NOUN	seksiksi	Kähmii sen alle kuusi minuuttia ja kutsuu sitä seksiksi.	fi
valkoinen	ADJ	valkoista	Kaksi valkoista kanaa oli käynyt lankaan.	fi
valkoinen	ADJ	valkoiset	Naisella oli pyöreät kasvot, hyvin valkoiset hiukset ja pystynenä.	fi
tilaisuus	NOUN	tilaisuudeksi	Oli kutsunut sitä tilaisuudeksi aloittaa elämä uudestaan alusta.	fi
tilaisuus	NOUN	tilaisuutenne	Olette jo menettänyt ainoan tilaisuutenne.	fi
sänky	NOUN	sänkyynne	Ehkä haluatte tämän sänkyynne.	fi
sänky	NOUN	sänkysi	Sitten he istuivat sänkysi vieressä melkein aamuun asti, mutta eivät sanoneet toisilleen sanaakaan.	fi
upea	ADJ	upeaksi	Hän tunsi olonsa upeaksi, kuin juopuneeksi, eikä se varmasti johtunut surkeasta viinistä.	fi
upea	ADJ	Upeata	Emmi Peltonen oli iloinen ja vapautunut suorituksensa jälkeen.\- Upeata, että saan jatkaa vielä vapaaohjelmaan.	fi
aiheuttaa	VERB	aiheuttaisin	Pakotin itseni liikkumaan hitaasti, jotta aiheuttaisin mahdollisimman vähän melua.	fi
aiheuttaa	VERB	aiheutin	Jos aiheutin ääntä, hän ei kuullut sitä pukunsa läpi.	fi
typerä	ADJ	typerältä	Sitten hiljenin ennen kuin esitin ajatuksen, joka olisi saanut minut vaikuttamaan typerältä.	fi
typerä	ADJ	typerää	En ollut toiminut huolimattomasti tai olettanut jotain typerää.	fi
toimisto	NOUN	toimistolle	Sinä päivänä, kun Miranda tapaa Arthurin, Pablo soittaa toimistolle.	fi
toimisto	NOUN	toimistoasi	Hoidatko sinä toimistoasi vieläkin yksin?	fi
puhe	NOUN	puheilleni	Kukaan ei koskaan tule puheilleni suoraan, satamassa, ja vaadi minulta hommia.	fi
puhe	NOUN	puheeni	Kun lopetin puheeni, yleinen hiljaisuus laskeutui.	fi
kunnia	NOUN	kunniasi	Sinun kunniasi on yhtä tyhjän kanssa.	fi
kunnia	NOUN	kunniaamme	Se, joka loukkaa kunniaamme, saa meidät kimppuunsa, hän uhoaa.	fi
syntyä	VERB	syntymätön	Onnellinen on vain syntymätön.	fi
syntyä	VERB	synnyttäessä	Hän haluaa tietää, mitä tehdä, jos synnyttäessä tulee kakka.	fi
tarkoitus	NOUN	tarkoitustaan	Ymmärrän, että he etsivät vain omaa heimoaan, tarkoitustaan ja ehkä vähän itseään.	fi
tarkoitus	NOUN	tarkoituksenani	Olen käynyt pankissa tarkoituksenani muuttaa miekka rahaksi, sillä mitä leskirouva nyt miekalla tekee?	fi
vahva	ADJ	vahvaa	Hän myöntää, ettei hänellä ole yhtä vahvaa tunteen paloa.	fi
vahva	ADJ	vahvoja	Luuletteko olevanne tarpeeksi vahvoja pitämään kuiskaukset siellä, mihin ne kuuluvat?	fi
keino	NOUN	keinomme	Nyt ainoa keinomme on yrittää pakoon.	fi
keino	NOUN	keinosta	Paitsi jos kyse on jostain uudesta keinosta.	fi
velka	NOUN	velkojensa	Mitä isä tekisi velkojensa kanssa?	fi
velka	NOUN	velkanne	Kuninkaan käskystä teidän on maksettava velkanne välittömästi.	fi
siirtää	VERB	siirrettiin	Okei, sen avulla siis siirrettiin tietoa.	fi
siirtää	VERB	siirtämään	Mutta olen valmis siirtämään maailmoja saadakseni tyttäreni takaisin kotiin.	fi
sääntö	NOUN	sääntöjeni	Minun sääntöjeni mukaan, onko selvä?	fi
sääntö	NOUN	sääntöjesi	Pelaan sääntöjesi mukaan, mutta en pidä niistä.	fi
tunne	NOUN	tunteille	Hän ei voinut antaa tunteille valtaa.	fi
tunne	NOUN	tunteita	Hän ei jaksanut enää käsitellä asioita eikä tunteita.	fi
rakentaa	VERB	rakentamasi	Oliko rakentamasi talo oikein hieno?	fi
rakentaa	VERB	rakenna	Minä en pelkää, en rakenna riitaa enkä palvele.	fi
hai	NOUN	haittasi	Mutta mitä se haittasi?	fi
hai	NOUN	hailla	Groom oli se kaveri, jolla oli silmät kuin hailla.	fi
korjata	VERB	korjaamatta	Eihän se korjaamatta kestä ajaa.	fi
korjata	VERB	korjaisi	Kuka muu hänet muka korjaisi täältä jumalten selän takaa?	fi
kyyti	NOUN	kyytini	Voihan paska, Reacher ajatteli, siinä meni minun kyytini.	fi
kyyti	NOUN	kyytiä	Yrittäjille tarkastukset ovat tuoneet kylmää kyytiä vanhaan verrattuna.	fi
myöhä	ADJ	myöhällä	Mutta myös liian myöhällä niiden tekeminen voi olla liian väsyttävää.	fi
henkilö	NOUN	henkilöitä	On vaikeaa muistaa kaikkea henkilöitä.	fi
henkilö	NOUN	henkilöinä	Ehkä siksi, että Ailing kohtasi ihmiset henkilöinä.	fi
asiakas	NOUN	asiakkaitani	Minä muistan hänet – ei hän tosin koskaan minun asiakkaitani ollut.	fi
asiakas	NOUN	asiakkaalta	Se pitäisi selvittää asiakkaalta.	fi
erilainen	ADJ	erilaiselta	Se saisi kenet tahansa näyttämään erilaiselta.	fi
erilainen	ADJ	erilaista	Sekä kaikenlaista erilaista, väärää ja outoa, joka minua kiehtoo.	fi
haitata	VERB	haittaavat	Noiturit eivät käytä valoa eivätkä tulta, sillä ne haittaavat näkemistä.	fi
haitata	VERB	haittasivat	Kalisevat hampaat hieman haittasivat ääntämystä.	fi
tulevaisuus	NOUN	tulevaisuuttani	Mutta minä en halua tietää tulevaisuuttani.	fi
tulevaisuus	NOUN	tulevaisuudestani	Pelkään vain sitä, että se on poissa minun tulevaisuudestani.	fi
huolehtia	VERB	huolehtisi	Enkä sinuna huolehtisi liikaa käden takia.	fi
huolehtia	VERB	huolehdittava	En kuitenkaan voi jäädä tätä pohtimaan, minun on huolehdittava …	fi
tahtoa	VERB	tahdottu	Se oli selvä merkki siitä, että heitä ei enää tahdottu ottaa vastaan.	fi
tahtoa	VERB	tahdomme	Siitä tahdomme kanssanne vielä puhua.	fi
kasvot	NOUN	kasvoistani	Sen sijaan se olikin kolmen metrin päässä kasvoistani.	fi
kasvot	NOUN	kasvoillani	Yritin peitellä tunteitani, mutta häpeän täytyi näkyä kasvoillani.	fi
sata	NUM	sadalla	Minä olen käynyt sadalla planeetalla, ja se on pelkkä raapaisu.	fi
sata	NUM	sadan	Olen tässä sadan metrin päässä leikkipuiston vieressä.	fi
asunto	NOUN	asunnosta	Minun ei kannata maksaa kahdesta asunnosta, joten muutan äidin luokse asumaan.	fi
asunto	NOUN	asunnollani	Kaikki hänen vaatteensa ovat asunnollani.	fi
joukko	NOUN	Joukon	Mutta Joukon täytyi niitä noudattaa joka asiassa, mihin ryhtyi.	fi
joukko	NOUN	joukkoa	Vaimo hänellä oli, Liisa, muttei muuta joukkoa mitään.	fi
armeija	NOUN	armeijaansa	Kuka nyt johtaa heidän armeijaansa?	fi
armeija	NOUN	armeijan	Ne eivät anna riittävän paljon aseita Venäjän armeijan voittamiseksi.	fi
kääntyä	VERB	käännyn	Sitten jatkan matkaani, mutta käännyn varovasti katsomaan naista.	fi
kääntyä	VERB	kääntymästä	Ehkä se myös esti minua kääntymästä ja kysymästä Halikolta oliko tällä ollut ongelmia sisäänkirjautumisessa.	fi
vaihtoehto	NOUN	vaihtoehdolle	En mielelläni suo ajatuksia sille vaihtoehdolle, että suunnitelmani ei toimi.	fi
vaihtoehto	NOUN	vaihtoehtoni	Tiesin, että ainoa vaihtoehtoni oli olla hänelle ehdottoman rehellinen.	fi
valta	NOUN	Vallasta	Mutta ihmisen on niin vaikea kieltäytyä Vallasta.	fi
valta	NOUN	vallastaan	Ellei hän olisi niin varma vallastaan, ei hän niin esiintyisi.	fi
tari	NOUN	tarinansa	Kuuntelen, kun Sami kertoo järjettömän tarinansa.	fi
tari	NOUN	Tarin	Punaisen ristin edustajan mukaan maanvyöryt ovat katkaisseet teitä Tarin asutuskeskukseen.	fi
ruuma	NOUN	ruumiini	Ainakin ruumiini löytyy nopeammin, jos minulle tapahtuu jotain.	fi
ruuma	NOUN	ruumissa	Hän tunsi muistavansa, miten tulinen myrkky virtasi ruumissa.	fi
es	NOUN	esille	Ja olihan Pääkkönen noussut muutamaa vuotta aiemmin näyttävästi esille historiallisessa hittisarjassa Viikingit.	fi
es	NOUN	Esiin	Esiin ilmestyivät vähitellen kasvot.	fi
tekeminen	NOUN	tekemisiä	Hän seurasi tämän tekemisiä.	fi
tekeminen	NOUN	tekemisessä	Sinusta tuntuu, että minä häiritsen häntä päätöksen tekemisessä?	fi
palvelus	NOUN	palveluksistanne	Tilanne on nyt sellainen, että meidän on toimittava nopeasti, jos aiomme hyötyä teidän palveluksistanne.	fi
palvelus	NOUN	palvelukseni	Tämä on kunnian mies, joka ansaitsee täysin kaiken minun uskollisuuteni ja palvelukseni.	fi
tyhjä	ADJ	tyhjillään	Toisella seinällä oli viisi ihmistä, toisella kuusi, joten vain yksi syvennys oli tyhjillään.	fi
tyhjä	ADJ	tyhjille	Hän muisti, mitä se teki tyhjille keittopurkeille ja ihmisille.	fi
tom	NOUN	Tomia	Kuka muu vielä voisi vihata häntä tai Tomia tai haluta tehdä kiusaa?	fi
tom	NOUN	Tomin	Hieman sumeat kuvat Robertin ja Tomin osittain pelilasien peittämistä kasvoista alkoivat liikkua.	fi
varmistaa	VERB	varmistimme	Toisilla oli edelleen varsijousensa, ja varmistimme, että ne olivat kaikki laukaisuvalmiina.	fi
varmistaa	VERB	varmistaisin	Että koputtaisin vain hänen ovelleen, viipyisin vain lyhyen tuokion ja varmistaisin kaiken olevan kunnossa.	fi
kasvaa	VERB	kasvavat	Pankin kulut ja riskit kasvavat, mutta yritystili ei tuo juuri lainkaan tuloja pankille.	fi
kasvaa	VERB	kasvamassa	Koreitapa oli kukkia siinä kasvamassa... mikähän lie mikin nimeltään...	fi
pöytä	NOUN	pöydällesi	Tarkoitin että mistä se tuli sinun pöydällesi.	fi
pöytä	NOUN	pöytämme	Tarjoilija pyörii pöytämme ympärillä ja odottaa, että ymmärrämme lähteä.	fi
tahto	NOUN	tahdostasi	Se on tapahtunut omasta tahdostasi.	fi
tahto	NOUN	tahtoasi	Ellei hän kärsi, miten voit olla varma, että hän tottelee sinun tahtoasi eikä omaansa?	fi
vasen	ADJ	vasemmalla	Matti nosti tammalleen toisen kapallisen vettä, tällä kertaa vasemmalla kädellään.	fi
vasen	ADJ	vasemmallaan	Reacher loikkasi huoneen poikki ja löi naista vasemmallaan ohimoon.	fi
salaisuus	NOUN	salaisuuksistasi	Tiedän, että pidät salaisuuksistasi.	fi
salaisuus	NOUN	salaisuudesta	Haluaisin vain tuijottaa niihin ja ottaa salaisuudesta selvää.	fi
entinen	ADJ	entisille	Jos sitä varten tulit, parasta kun pyörrät entisille jäljillesi.	fi
entinen	ADJ	entiselle	Kesällä hän oli ilmoittanut entiselle joukkueelleen Columbus Blue Jacketsille, että haluaa vaihtaa maisemaa.	fi
suomennos	NOUN	suomennoksissa	Palkinnon myöntänyt raati kiittää Kunnasta vahvasta kielen tajusta, joka näkyy myös runoilijan tekemissä suomennoksissa.	fi
suomennos	NOUN	suomennosten	Yhtenä syynä Salmisen teosten unohdukseen saattaa olla suomennosten kömpelyys.	fi
ylpeä	ADJ	ylpeämpi	En ole ikinä ollut ylpeämpi sinusta.	fi
ylpeä	ADJ	ylpeäksi	Ajatus tekee minut sekä ylpeäksi että surulliseksi.	fi
lehti	NOUN	lehteäsi	Mene vain lukemaan lehteäsi.	fi
lehti	NOUN	lehden	Laitan lehden pois ja yritän rentoutua ja ajatella positiivisesti.	fi
vieras	ADJ	vieraallemme	Mietitään mieluummin, mitä teemme vieraallemme.	fi
vieras	ADJ	vieraitani	En halua kuulustella vieraitani.	fi
poistua	VERB	poistukaa	Olkaa hyvä ja poistukaa.	fi
poistua	VERB	poistuminen	Pelkkä hiljainen poistuminen ei tule kyseeseen, se herättää enemmän huomiota kuin mikä tahansa muu.	fi
puhelu	NOUN	puhelussa	Tuossa puhelussa hän kuitenkin jäi jumiin asiaan.	fi
puhelu	NOUN	puheluni	Soitan kaikki tärkeimmät puheluni kotoa.	fi
luu	NOUN	luihin	On eräs lääke, kemikaali, joka vaikuttaa luihin.	fi
luu	NOUN	luissaan	Anton oli tuntenut luissaan, ettei vainajan taskusta löytynyt maisemakortti ollut siellä sattumalta.	fi
idiootti	NOUN	idioottia	Minusta kun ei noin vain tehdä idioottia.	fi
idiootti	NOUN	idiootilta	Opettaja puolestaan näyttää idiootilta, joka koettaa karjumalla lannistaa tytön.	fi
kuuma	ADJ	kuumaksi	Nyt menee liian kuumaksi!	fi
kuuma	ADJ	kuumempi	Ulkona on kuumempi kuin sisällä!	fi
erota	VERB	erottava	Meidän on erottava, jotta emme satuttaisi toisiamme.	fi
erota	VERB	erositte	Yritä nyt vain tottua siihen ajatukseen, että te erositte.	fi
seitsemän	NUM	seitsemältä	Nukahdin kolmelta ja heräsin seitsemältä.	fi
seitsemän	NUM	seitsemänä	Näinä seitsemänä vuotena hän on perustanut uuden imperiumin.	fi
eteenpäin	ADV	edestäpäin	Silloin tuikahti tuli jostakin edestäpäin näyttäen olevan hyvin kaukana taivaanrannan rajassa.	fi
merkitä	VERB	merkitsisi	Mikään ei merkitsisi minulle enempää.	fi
merkitä	VERB	merkitset	Totta kai sä merkitset ….	fi
määrä	NOUN	määrässä	Muutos valon määrässä on niin valtava, että se näkyy avaruuteen asti.	fi
määrä	NOUN	määrälle	Tilaa oli riittävästi meille neljälle ja pienelle määrälle saalista.	fi
luultavasti	ADV	Luultavammin	Luultavammin hän oli vain nukahtanut.	fi
myöntää	VERB	myönnä	Mutta hän ei voi tehdä niin, ellei myönnä, mikä hän todella on.	fi
myöntää	VERB	myönnän	Mä myönnän, että tein väärin.	fi
varovainen	ADJ	varovaisen	Käsien kosketusta hyväkseen käyttäen hän lähetti varovaisen taikasignaalin.	fi
varovainen	ADJ	varovaisina	He kulkivat metsässä aluksi varovaisina ja jännittyneinä, jokaista räsähdystä säikkyen.	fi
tuhat	NUM	tuhansille	Hänen loppunsa oli samanlainen kuin mitä hän itse oli järjestänyt tuhansille muille.	fi
tuhat	NUM	tuhansilla	Piinasin itseäni tuhansilla mielikuvilla siitä, mitä oli saattanut tapahtua.	fi
