lemma	pos	form	sentence	source_corpus
sekund	NOUN	sekunditeni	Usukumatu küll, aga järgmist Tapa väravat tuli oodata avapoolaja viimaste sekunditeni.	et
sekund	NOUN	sekunditega	Muusika paneb massid sekunditega väga orgaaniliselt koos liikuma.	et
kutsu	NOUN	Kutsuks	Kutsuks inimesi üles, kellel on mingil põhjusel eksam tegemata, sagedamini meie e-teenindust külastama.	et
kutsu	NOUN	Kutsusid	Kutsusid mind väga populaarse asutuse – Inseneride Maja – tegevdirektoriks.	et
rutt	NOUN	Rutte	Näiteks Hollandi peaminister Mark Rutte ütles, et ta ei istu Putiniga ühes lauas.	et
rutt	NOUN	Rutu	Nukitsamehe kodutaluks oli Killaste talu ning nõiamaja ehitati Rutu mäe lähedale metsa.	et
mõrv	NOUN	Mõrvast	Mõrvast on säilinud pealtnägijate tunnistused ja politsei raport.	et
onu	NOUN	onudest	Üha enam toimuvad diskussioonid aga säärastest onudest eemal just noorema põlvkonna seas.	et
onu	NOUN	onust	Amleth korraldab jõhkraid tapatalguid, tükeldades mõõgaga oma onust kasuisa ning põletades elusalt tema õukondlased.	et
loom	NOUN	loomaga	Kuid seda kõike kõrvale jättes on tegu ikka sama tuhandete aastate eest elanud loomaga.	et
loom	NOUN	loomus	See on inimese loomus ja jala käimine peaks tähendama vaba kooserdamist ja uitamist.	et
juhtum	NOUN	Juhtumite	Juhtumite üksikasjadesse tungimise asemel on neid kirjeldatud põgusalt, teatava peatamatu fatalismi või inertsiga.	et
tähelepanu	NOUN	tähelepanuga	Kindlasti on meil põhjust erilise tähelepanuga jälgida ka sisepoliitilisi arenguid Venemaal.	et
tähelepanu	NOUN	tähelepanul	Kompositsioone seob läbiv pinge ning kujundiloogikat ainuomane jõud, mis tähelepanul uinuda ei lase.	et
vangla	NOUN	vanglaid	Olen püüelnud selle poole, et mitte eales tunnistada lihtlabaseid truuduskombeid ja kivistunud tavade vanglaid.	et
vesi	NOUN	veel	Aga Markusl on ikka veel igav ja ta on väsinud.	et
imeline	ADJ	imelistes	Peatume jätkuvalt imelistes moodsates linnades.	et
imeline	ADJ	Imelisi	Imelisi asju juhtub maailmas!	et
kümme	NUM	kümne	Edukaimatel kuudel kasvas meie reisijate arv seal lausa kümne protsendi võrra kuus.	et
mesi	NOUN	meel	Roosi´l on hea meel oma sõpra külastada.	et
mesi	NOUN	Meega	Meega segatuna ravib südamehaigusi, neere, magu ja maksa.	et
rõõm	NOUN	rõõmu	Sel hetkel tundsime rõõmu sellest, et olime täiskasvanud lastega vanemad.	et
rõõm	NOUN	rõõmudega	Päris elude, murede ja rõõmudega.	et
tugev	ADJ	tugevates	See on tugevates kogukondades tegutsevate ise hakkama saavate kodanike vaade maailmale.	et
tugev	ADJ	tugevatena	Kas need liidud jätkavad tugevatena, sõltub kõigi liikmesriikide, sealhulgas Eesti aktiivsest panusest.	et
jälgima	VERB	jälgiksite	Palun, et jälgiksite hügieenireegleid ja austaksite riigi ja linna otsuseid.	et
jälgima	VERB	jälgitav	Jaoskonnas antud häälte lugemine on avalikult jälgitav ja tulemuse kujunemine seeläbi garanteeritult aus.	et
näima	VERB	näida	See võib näida ja võib ka olla korruptiivne.	et
näima	VERB	näisid	Kus vanemate mälestused vabast Eestist näisid muinasjutuna, mis kunagi ei täitu.	et
pask	NOUN	pasad	Peded ja pasad, kõik risti jalus- katsu neist jagu saada.	et
reegel	NOUN	reeglitest	Juttu oli nii reeglitest kui ka kohtumiste korralduslikust poolest.	et
reegel	NOUN	reeglit	Ehk siin pole ühtset reeglit!	et
peo	NOUN	peole	Leo sõber tahab, et ta tema peole läheks.	et
meeldiv	ADJ	meeldivateks	Eestlasele meeldivateks spordialadeks on juba aegade algusest olnud jalgpall ja ralli.	et
meeldiv	ADJ	meeldivaid	Mulle põhiprogrammi esilinastused ei istunud, isegi kui selles valikus leidus meeldivaid üllatusi.	et
frank	NOUN	frankidega	Esikümme saab kaela rahakoti Shveitsi frankidega.	et
frank	NOUN	frankidele	Seejärel kuulus Barcino roomlastele, lõunagootidele, araablastele ja frankidele.	et
ühendus	NOUN	ühenduses	Ta ütleb, et see on parim viis ühenduses olla ning inimestele tõtt rääkida.	et
ühendus	NOUN	ühendusi	Pigem neid igasuguseid ühendusi on riigikogus sadu, neid tehakse üleöö.	et
d	NOUN	Ds	Selle linna järgi on nimetuse saanud keemiline element darmstadtium( Ds).	et
ist	NOUN	istudes	Täna helistan ma oma klientidele, istudes samal ajal koosolekul.	et
ist	NOUN	istu	Näiteks Hollandi peaminister Mark Rutte ütles, et ta ei istu Putiniga ühes lauas.	et
hüppama	VERB	hüppaksime	Kuule, mis sa arvad, kui me hüppaksime minu autosse ja teeks väikse sõidu?	et
hüppama	VERB	hüppad	Või see, kui hüppad vette – täielik jahutus.	et
vihane	ADJ	Vihasena	Vihasena ei ole mõtet maha istuda ja kirjutama hakata.	et
isand	NOUN	isandalt	Üks julgem nende hulgast söandab viimaks isandalt küsida, mis on selle jaheduse põhjuseks.	et
isand	NOUN	isandatele	See tuletas isandatele nende antud vandeid meelde.	et
korralik	ADJ	Korralikult	Korralikult koostatud äriprotsesside portfell annab konkurentsieelise ja aitab ettevõtetel olla uuendusteks paremini ette valmistunud.	et
oluline	ADJ	olulise	See toob meid teise olulise paralleeli juurde, mis neid kaht teksti ühendab.	et
oluline	ADJ	olulistele	Kui nad mõtlevad olulistele teemadele, siis selle kaudu teadvustavad nad erinevaid probleeme.	et
saabuma	VERB	saabusite	Mäletate, te saabusite õhtuse rongiga.	et
saabuma	VERB	saabute	Millal saabute esimest korda Eestisse?	et
kolonel	NOUN	koloneliga	Sa arvad, et ma abiellun kunagi tulevikus koloneliga, kes jätab mu leseks?	et
kolonel	NOUN	Kolonelil	Kolonelil olgu ikka pagunid alati õlgadel.	et
kardama	VERB	kardab	Aga ta kardab vett.	et
kardama	VERB	Kardavad	Kardavad naise vanemad, tema õde ja õemees.	et
laud	NOUN	lauale	Lõpuks koristab ta oma laua ja paneb oma koolitööd lauale.	et
laud	NOUN	laudadelt	Seoses sellega palun teil oma laudadelt ja sahtlitest olulised materjalid kaasa võtta.	et
puuduma	VERB	puudusid	Enamik patsientidest eitas stenokardiat ning paljudel puudusid ka muud ravimid selle probleemi jaoks.	et
puuduma	VERB	puudun	Ega keegi lärmi löö, kui puudun riigikogu istungitelt.	et
kohv	NOUN	kohvi	Ta teeb hommikusööki ja joob kohvi.	et
kohv	NOUN	kohvisse	Jätsin päevapealt teesse ja kohvisse magusa lisamata ja hakkasin poes toidupakendite silte lugema.	et
vaenlane	NOUN	vaenlastelt	Agape ei eelda juba eos mingit vastutasu, – sõpradelt, abikaasalt ega vaenlastelt.	et
vaenlane	NOUN	Vaenlasega	Vaenlasega sa ühte paati ei lähe, mine tea, mis seal merel võib muidu juhtuda.	et
korraldama	VERB	korraldasin	Seega lisaks sellele, et olin noor pidutseja, korraldasin Stockholmis ka ise pidusid.	et
korraldama	VERB	korraldamast	Kas tõesti langes lavastaja omaenda legendi lõksu ega suutnud end pidurdada järjekordseid pritsmestseene korraldamast.	et
kuum	ADJ	kuuma	Jane võtab kuuma vanni.	et
kuum	ADJ	Kuuma	Kuuma eest võib vajadusel varjuda näiteks kaubanduskeskuses või mõnes muus konditsioneeritud avalikus ruumis.	et
eksima	VERB	eksivad	Kui nad kellegi arvates eksivad, siis on neil ka selleks õigus.	et
eksima	VERB	eksite	Kui te arvate, et meid ei kritiseerita praegu, siis te eksite.	et
boss	NOUN	Bossil	Bossil ei maksa oodata lasta.	et
boss	NOUN	Bossile	Bossile peab kolm korda peale hüppama.	et
vanduma	VERB	vandusin	Leidsin kotist dressipluusi, torkasin selga, läksin ja vandusin.	et
vanduma	VERB	vannume	Märgiline, et juba ette vannume alla hääbumisele.	et
sõnum	NOUN	sõnumitel	Ta ei vastanud telefonile, vaid lülitas mobiili välja ja lasi sõnumitel koguneda lauatelefoni automaatvastajasse.	et
sõnum	NOUN	Sõnumit	Sõnumit toetati tippkohtumise erinevates aruteludes.	et
kand	NOUN	kanna	Ei, Triinu ei kanna pükse.	et
kand	NOUN	kanda	Jah, Triinu otsib oma riidekapist midagi, mida kanda.	et
kinnitama	VERB	kinnitaksite	Kas oleksite nii lahke ja kinnitaksite kirja teel üle?	et
kinnitama	VERB	kinnitamas	Samal ajal olid seadusandjad majas kinnitamas demokraat Joe Bideni valimisvõitu.	et
võmm	NOUN	võmmide	Mõnikord ilmus kohale võmmide komando ja sealt oli igas suunas hea jooksu pista.	et
võmm	NOUN	Võmme	Ära kiirust vähenda Võmme valgub siia nagu siirupit.	et
planeet	NOUN	planeetideks	Seetõttu oleks alust nimetada neid planeetideks.	et
planeet	NOUN	Planeedilt	Planeedilt tagasi kosmosesse peegeldatav valguse hulk oleks tavapärasest suurem paar tuhat aastat.	et
rumal	ADJ	rumalaks	Truss ise aga ei soovinud ennustada, sest pidas seda rumalaks.	et
rumal	ADJ	rumalat	Meedias kirjutati päris palju rumalat juttu.	et
kohtumine	NOUN	kohtumisi	Tal on palju kohtumisi oma klientidega.	et
kohtumine	NOUN	kohtumiste	Juttu oli nii reeglitest kui ka kohtumiste korralduslikust poolest.	et
käituma	VERB	käitusin	Nad ütlesid, et tegutsesin valesti ja käitusin vägivaldselt.	et
käituma	VERB	käituksite	Kas te oma rahakotiga niimoodi käituksite?	et
vasak	ADJ	vasakut	Liigub käbedalt, peaaegu pooljoostes lava vasakut serva raamiva klaasveranda juurde.	et
vasak	ADJ	Vasakus	Vasakus käes on üsna sügav haav aga see peaks kenasti ära paranema.	et
igatsema	VERB	igatsetakse	Ta on kultuuriikoon, keda igatsetakse väga.	et
igatsema	VERB	Igatsen	Igatsen elava muusika järele.	et
tantsima	VERB	tantsime	Me ju ikkagi tantsime selleks, et tantsida.	et
tantsima	VERB	tantsiks	Läheks laulaks kõigiga ja tantsiks peale.	et
õhtusöök	NOUN	õhtusööki	Nad söövad koos õhtusööki kell seitse.	et
õhtusöök	NOUN	õhtusöögi	Kas Ants teeb õhtusöögi?	et
uhke	ADJ	uhkelt	Nii et tasub end kodus uhkelt riidesse panna.	et
uhke	ADJ	uhkesse	Või mujale uhkesse kontorisse.	et
algus	NOUN	algusi	Iseäranis iseloomustab see reportaažide algusi.	et
algus	NOUN	Alguses	Alguses ma nautisin seda tööd väga, kuigi mul oli ülemusega probleeme.	et
idioot	NOUN	idioodil	Arvad, et oleksin lasknud mõnel idioodil Beakyle brändit anda?	et
idioot	NOUN	idiooti	Eriti hellitas ta pisikest idiooti.	et
vahetama	VERB	vahetavad	Me leppisime kokku, et ametnikud vahetavad infot, sest on rida tehnilisi küsimus.	et
vahetama	VERB	vahetada	Me hoidsime ja kandsime teda kordamööda ja ma isegi aitasin tal korra mähkmeid vahetada.	et
peitma	VERB	peitsime	Saaki oli palju, tütred peitsime pärast metsa.	et
peitma	VERB	peidate	Head ja heatahtlikud noored, kus siis teie end peidate?	et
ehitama	VERB	ehitage	Tehke oma komsomolikoosolekuid, ehitage oma kommunismi, aga me ei käi üldse tööl!	et
ehitama	VERB	ehitavad	Nemad on sellest regulatsioonist mööda läinud nii, et ehitavad majakese järelhaagise peale.	et
tükk	NOUN	tükki	Aga pileteid oli jäänud ainult paar tükki.	et
tükk	NOUN	tüki	Enne kui keegi suutis midagi öelda, võtsin kandikult teise tüki.	et
plaanima	VERB	plaanisin	Mul ei olnud aga palju raha, nii et plaanisin minna kuhugi odavasse kohta.	et
plaanima	VERB	Plaaniti	Plaaniti rajada terve kultuurikompleks, kuhu pidid kuuluma nii botaanika- kui loomaaed.	et
pidu	NOUN	pidudel	Jakob ei käi aga paljudel pidudel.	et
pidu	NOUN	pidusid	Seega lisaks sellele, et olin noor pidutseja, korraldasin Stockholmis ka ise pidusid.	et
hind	NOUN	hinnast	See oli umbes pool teiste hinnast seega ta ostis selle.	et
hind	NOUN	hinnalt	Ka rohujuuretasandil peavad sõidukid oma hinnalt olema kättesaadavad.	et
sitt	ADJ	situks	Kindlasti kui seda kirjutas oli tal kärss nii krimpsus nagu situks korvpalli välja.	et
sitt	ADJ	sitaks	Vaat niimoodi Ada nuttiski, sest ta oli sitaks väsinud.	et
puu	NOUN	puudeta	Ehk puudega ja puudeta või erivajadusega ja erivajaduseta.	et
puu	NOUN	puudeks	See klassifitseerus esimese astme elektrooniliseks puudeks.	et
punane	ADJ	punase	Vastutustundetu punase langevarjuraketi kasutamine võib pikendada või koguni takistada abi saabumist tõelise abivajajani.	et
punane	ADJ	punaseni	Maksimalistidel on aga ideaalne juhus lisada sellele toonile kõike, alates fuksiast kuni tulise punaseni.	et
tark	ADJ	targas	Eriti just targa eesti rahva targas eesti keeles.	et
tark	ADJ	tarka	Vähemalt huvid, suundumused, mida elus soovida, mida tarka ja kasulikku peale hakata?	et
korter	NOUN	korterid	Miks neile ei meeldi korterid, mida nad vaatasid?	et
korter	NOUN	korterisse	Ta tahab uude korterisse kolida.	et
kindral	NOUN	Kindralid	Kindralid üldiselt teavad, mida nad räägivad, iseäranis riikliku julgeoleku küsimustes.	et
info	NOUN	infoga	Tegemist oli peamiselt infoga, mis sisaldus suletud riiklikes andmebaasides.	et
info	NOUN	Infoks	Infoks Lõhmusele – lehk tuleb ikka läbi ning haiseb kuradima vastikult ning kaugele!	et
viis	NOUN	viise	Kuid nüüd on ka teisi viise, kuidas lugeda.	et
viis	NOUN	viisidest	See on ka üks viisidest, kuidas saab hinnata ravimi annust ja õigekasutust.	et
sõdur	NOUN	Sõdurite	Sõdurite seas möllanud koolera vastu võitlemine oli kriitiline teema, mis küttis kirgi mitmel pool.	et
põlema	VERB	põleda	Ma tean, et põleda on valus.	et
põlema	VERB	põlemata	Tema toolile ilmub äkitselt Meistri käsikiri, mis on terve, põlemata.	et
ainuke	ADJ	Ainukeseks	Ainukeseks suletud ruumiks finišis on riietumistelk ning seal on seetõttu ka kohustuslik maski kanda.	et
ainuke	ADJ	Ainukese	Ainukese selge pildina on meelde jäänud ronimine piazzale Michelangelole.	et
pöörama	VERB	pööratav	Maailmas, kui peab hästi palju muutma, on Eesti küll näidanud, et oleme kiiresti pööratav.	et
pöörama	VERB	Pöörasin	Pöörasin samuti pilgu kõrvale, vaatasin sinna, kuhu temagi, ja taipasin, et olin jälle eksinud.	et
hingama	VERB	hingata	Hingad sisse ja hingad välja ainult selleks, et uuesti veel rohkem sisse hingata.	et
lisama	VERB	lisan	Kes soovib, see meenutab, aga lisan ühe mõtlemapaneva fakti.	et
lisama	VERB	lisada	Kui ma töötlen pärisinstrumente, võin ma lisada kirsiks tordile mingi uue sündisaundi.	et
nina	NOUN	ninat	Aga selles vanuses ei saa ta ise veel ninat puhuda.	et
nina	NOUN	ninas	See tohutu oht, et pulk võib ninas murduda, pole teda tabanud.	et
laip	NOUN	laibal	Kas laibal on telos?	et
laip	NOUN	Laipa	Laipa ma näha ei tahtnud.	et
nõudma	VERB	nõudke	Ärge leppige sellega, vaid nõudke rohkemat.	et
nõudma	VERB	nõudsite	Ehkki saite kohe alguses aru, et käitute valesti, jätkasite ikkagi ja nõudsite miljonit?	et
emm	NOUN	Emmed	Emmed ei jookse teil enam järel ega pühi peput.	et
jälitama	VERB	jälitab	Ehk pakub raamat inspiratsiooni mõnele otsijale, kes oma laulu jälitab.	et
jälitama	VERB	jälitata	Aga minge Venemaale- seal ei jälitata kedagi, sest seal on võimul Keskerakonna koostööpartner.	et
laulma	VERB	laulaks	Muidu ma neid teoseid ei laulaks.	et
laulma	VERB	laulaksid	Serbia publik ootab väga, et mõned Horvaatia artistid tuleksid ja neile laulaksid.	et
leppima	VERB	lepiksin	Ning kui ta seda ütleb, ma lepiksin sellega.	et
leppima	VERB	leppisime	Me leppisime kokku, et ametnikud vahetavad infot, sest on rida tehnilisi küsimus.	et
tõestama	VERB	tõestasite	No täna te, sotsid, tõestasite küll vägagi ilmekalt, kui naeruväärselt te oskate käituda.	et
tõestama	VERB	tõestasime	Serviti on soosik, aga tõestasime poolfinaalis, et suudame pingetest edukalt jagu saada.	et
nutma	VERB	nutnud	Tal olid pisikesed sõrmed ja varbad ning ta ei nutnud väga palju külastuse ajal.	et
nutma	VERB	nutaksid	Tekkis tunne, nagu riiulid nutaksid.	et
kiirustama	VERB	kiirustatud	See oli natuke kiirustatud võistlus, tehnilise koha pealt kindlasti mu hooaja halvim.	et
kiirustama	VERB	kiirustasin	Kolmandal juhul kiirustasin institutsiooni tagant ja vastus tuli nelja nädala pärast.	et
esitama	VERB	esitamata	Need on liiga tõsised sõnad, et tuua neid kuuldavale, eriti tõendeid esitamata.	et
esitama	VERB	esitasid	Maria ja Paulus esitasid Uberist taksojuhile tellimuse.	et
klient	NOUN	kliendid	Kas kliendid on pärit ühest riigist?	et
klient	NOUN	klientidele	Ta teeb näljastele klientidele süüa.	et
vari	NOUN	varjud	Mingid silmad, nurga, varjud.	et
vari	NOUN	varjudest	Rünnaku puhul tuleb Venemaa varjudest valguse kätte tirida.	et
veetma	VERB	veetmas	Kõik, kes siin tavaliselt aega veetmas käivad, püsivad täna toas.	et
veetma	VERB	veedaksite	Kuidas te oma päeva veedaksite, kui selliseid teemasid üleval ei oleks?	et
hool	NOUN	hoolis	Ta hoolis inimestest enda ümber ega tahtnud kellelegi haiget teha.	et
hool	NOUN	hooleks	See on see pidepunkt, vooderdatud auk, kuhu pista oma muidu saatuse hooleks jäetud pea.	et
normaalne	ADJ	normaalse	Öine kuumus võib rikkuda inimese normaalse unemustri.	et
normaalne	ADJ	Normaalsed	Normaalsed, meeldivad, haritud inimesed.	et
kaitsma	VERB	kaitsku	Austust riigi sümbolite vastu kaitsku seadus ja hea tava.	et
kott	NOUN	kotte	Lisaks kümnetele politseinikele on meil avalikes kohtades sada korrakaitsjat, kes kontrollivad kotte.	et
kott	NOUN	kotile	Paberkoti etapi jättis jaekett sisuliselt vahele, liikudes kohe kilekotilt riidest kotile.	et
kujutama	VERB	kujutad	Seega oled sa hull, sa oled hüsteeriline, sa oled lumehelbeke, sa kujutad asju ette.	et
kujutama	VERB	kujutatud	Igas piirkonnas oli kujutatud erinev valik elevante, kaelkirjakuid, jõehobusid, lõvisid ja sebrasid.	et
ohver	NOUN	ohvriteks	Diktaatorite ohvriteks muutusid kõik nende riikide ja vastavalt nende poolt okupeeritud riikide elanikud.	et
ohver	NOUN	ohvrilt	Kui röövitakse, siis ikkagi tavaliselt haaratakse ohvrilt pärast esimesi lööke asjad ja joostakse minema.	et
tõdema	VERB	tõdenud	Rein Taagepera on tõdenud, et kongressil puudus tegevuskava.	et
tõdema	VERB	Tõdeti	Tõdeti, et inimesed armastavad trammi ning sellele tuleks rohkem tähelepanu pöörata.	et
liigutama	VERB	liigutasin	Võtsin keelega keti otsast kinni ja liigutasin, sellel oli tubaka maitse.	et
liigutama	VERB	liigutata	Neid ümber ei tõsteta ega kuskile ei liigutata.	et
vaev	NOUN	vaevata	Higi näis olevat suurepärane alguspunkt, kuna seda saab koguda naha pinnalt erilise vaevata.	et
vaev	NOUN	vaevaga	Facebookis on mitmeid gruppe, mis on kõik lihtsa vaevaga leitavad.	et
e	NOUN	Eta	Eta auto puhas püsiks, tuleks seda üle päeva pesema.	et
ammuma	VERB	ammutama	Hakkasin ammutama kõike, mida popkultuur pakkus.	et
süüdistama	VERB	süüdistamata	Asja tuleb sügavuti kriitiliselt analüüsida ja võimalikke vigu esile tuua ilma kedagi süüdistamata.	et
süüdistama	VERB	süüdistan	Nii et ma süüdistan siinkohal stsenaristi.	et
lõpp	ADV	lõpuna	Filosoofiaprofessori surm on selles suhtes loetav ka maailmaparandamise illusiooni lõpuna.	et
lõpp	ADV	Lõputa	Lõputa ilusaid hetki sulle sinna kohvikusse, mis maailma lõpus.	et
naerma	VERB	naersid	Võib-olla nad naersid minu üle.	et
naerma	VERB	naerab	Ja tõesti- su laps nutab ja naerab samaaegselt.	et
vanaema	NOUN	vanaemalt	Õppisin seda juba väiksena oma vanaemalt.	et
vanaema	NOUN	vanaemaga	Ühes vanaemaga olid nad siis, vikatid käes, heinateolt kodu poole jooksnud.	et
kasu	NOUN	kasuta	Ei, ta ei kasuta sularaha.	et
kasu	NOUN	kasusid	Aga kaasneks ka kasusid.	et
jälg	NOUN	jälgedelt	Ta tuli jälgedelt kõrvale juhtida.	et
jälg	NOUN	jäljed	See on konkreetne füüsiline tegu, millest jäävad maha valuaisting ja füüsilised jäljed.	et
kerge	ADJ	kergelt	Ja ta ei võta kaalus nii kergelt alla kui varem.	et
kerge	ADJ	kerget	Tal pole pikka aega kerget graafikut olnud.	et
nimekiri	NOUN	nimekirja	Ta vaatab internetist uute filmide nimekirja.	et
nimekiri	NOUN	Nimekirjade	Nimekirjade ja programmide tegemine on kõikjal Eestis täies hoos.	et
valmistama	VERB	valmistanud	Roosi sõber on valmistanud suure õhtusöögi.	et
valmistama	VERB	Valmistan	Valmistan lastele kerge snäki ja loen veel läbi päeva jooksul tulnud dokumendid.	et
parandama	VERB	parandate	Äkki parandate mu mälu?	et
parandama	VERB	parandatav	Kusjuures eriti veel juhul, kui protsess on parandatav.	et
vaene	ADJ	vaesel	Mees haarab nahkhiirest kinni ning rebib vaesel loomal hammastega pea otsast.	et
vaene	ADJ	vaeselt	Küllap me kipume lugedes unustama, et Bullerby lastes elati tegelikult üsna vaeselt.	et
tänane	ADJ	tänasele	Ma olen tänasele päevale mõelnud.	et
tänane	ADJ	tänastes	Meie lavastuse tegijad toovad lavale Cervantese aegumatud tegelased tänastes seostes.	et
suunama	VERB	suunasin	Kui hakkasin tantsukunstiga tegelema, suunasin kogu tähelepanu treenimisse ja tehnikate õppimisse.	et
suunama	VERB	Suunati	Suunati vaba raha valge mehe kinnisvaraärisse.	et
hoog	NOUN	Hooga	Hooga on probleeme kõigil, isegi meestel, mistõttu jäeti täna ära meeste lumelaua pargisõidu kvalifikatsioon.	et
hoog	NOUN	Hoogu	Hoogu see siiski ei pidurdanud ja Korjus tõusis neljandaks, otse Robert Kubica tuulde.	et
valitsus	NOUN	valitsustega	Ja inimesed koos oma demokraatlikult valitud valitsustega käituvad vastavalt.	et
valitsus	NOUN	valitsustelt	Lisaks saadi valitsustelt litsentse piiratud ressursi ehk televisiooni või raadio lainepikkuste kasutamiseks.	et
ast	NOUN	Astus	Astus Moskva konservatooriumisse, kõik professorid tahtsid teda endale.	et
peatuma	VERB	peatudes	Tavaliselt korrigeerime oma hinnangut ankru suhtes liiga vähe, peatudes siis, kui hakkame endas kahtlema.	et
peatuma	VERB	peatusite	Te peatusite oma kõnes või ülevaates selle väljatöötamiskavatsuse ja hea õigusloome ja normitehnika eeskirjal.	et
andestama	VERB	andestataks	Seda enam, et Liliani käitumist meeste puhul ei andestataks.	et
andestama	VERB	andestatud	Neile on andestatud väga palju väljaütlemisi ja palju kangemaidki.	et
kalla	NOUN	kallad	Enne kui pasta potti kallad, lase vesi keema.	et
kalla	NOUN	kallal	Me töötame projekti kallal, mis erineb täiesti minu senistest.	et
tekitama	VERB	Tekitasin	Tekitasin teile vist probleeme.	et
tekitama	VERB	Tekitad	Tekitad õnnetuse, siis ka vastutad rohkem!	et
erinev	ADJ	erinevaid	Nad räägivad palju erinevaid keeli.	et
erinev	ADJ	erinevate	Praegu tehakse palju koostööd, ka erinevate žanrite vahel.	et
suurim	ADJ	suurimas	On loomulik, et ta tahab oma karjääri edendada suurimas võimalikus klubis.	et
suurim	ADJ	suurimatel	Ja suurimatel võrgustikel on eelis väiksemate konkurentide ees.	et
hulk	NOUN	hulgani	Teie saite hulgani tellimusi, mida aga teised ehitushaid ei saanud.	et
hulk	NOUN	hulkadeks	Mis koondab inimesi hulkadeks?	et
puhk	NOUN	puhkudel	Neil puhkudel pidime me tegema muid korraldusi.	et
puhk	NOUN	Puhul	Puhul, kui teenindaja ostja vanuses kahtleb, pöördub ta ostja poole ja küsib dokumenti.	et
liigud	NOUN	Liiguta	Liiguta mind, sest koosnen liigestest ja kõik liigesed vajavad eelkõige liikumist!	et
suudlema	VERB	suudlen	Mida rohkem ma neid suudlen, seda vähem on nad kohal.	et
suudlema	VERB	suudleksid	Kui mehed omavahel hoopis abielluksid ja avalikult suudleksid?	et
huvitama	VERB	huvitad	Arvan, et sina huvitad teda.	et
huvitama	VERB	huvitas	Mul ei olnud mingeid erilisi huvisid, natuke huvitas mind jalgpall, natuke kino.	et
pime	ADJ	pimedalt	Samuti töötad justkui pimedalt, videos saad kohe pildi üle vaadata.	et
pime	ADJ	pimedateks	Allilma jumalad teevad aga hante pimedateks või lonkuriteks, aga ka rikasteks või vaeseteks.	et
mets	NOUN	metsaks	Aed on metsaks kasvanud, maja saanud uued peremehed ning paljud tekstiilid on hävinud.	et
mets	NOUN	metsal	Samuti on metsal rekreatiivsed, keskkonnakaitselised ja sotsiaalsed ning identiteediga seotud väärtused.	et
väsinud	ADJ	väsinum	Vahepeal tundsin end paremini, eile-täna olin jälle natuke väsinum, kurk oli imelik.	et
väsinud	ADJ	Väsinuna	Väsinuna ja suurte kahetsustega võtsin suuna kodu poole, et mõni päev hiljem naasta.	et
hotell	NOUN	hotellini	Kuni hotellini ei vaheta nad ühtki sõna.	et
hotell	NOUN	Hotellile	Hotellile on pandud ikka vägev nimi.	et
imema	VERB	imetama	Minu kõrvale pingile istus üks naine beebiga ja hakkas oma last imetama.	et
imema	VERB	imetaks	Väike Herakles viidi Olümposele, et Hera teda imetaks.	et
tunne	NOUN	tunded	Ma mõtlen, et võib-olla peaksin need tunded kirja panema.	et
tunne	NOUN	tundena	Enamasti kirjeldatakse seda kahe inimese vahelise ilusa ja romantilise tundena.	et
taevas	NOUN	taevani	Isegi fantasia tähendab siin pigem improvisatsiooni kui taevani ulatuvat poeesiat.	et
taevas	NOUN	taevaks	Maailm aheneb ümberolevateks seinteks ning ülevalt paistvaks üheaegselt peibutavaks ja ähvardavaks taevaks.	et
loobuma	VERB	loobuksin	See aga ei tähenda, et loobuksin.	et
loobuma	VERB	loobuvad	Uuring tegi selgeks, millistest ravimitest loobuvad patsiendid kõrvaltoimete tõttu rohkem ja millest vähem.	et
märk	NOUN	märki	Sõjavägi laseb samal ajal märki Tapa mõisa pihta.	et
märk	NOUN	märgile	Igale märgile arvutatakse oma kaal, sest kõik märgid ei viita sama tugevalt Eestis elamisele.	et
külm	ADJ	külmast	Mu keha vappus külmast.	et
külm	ADJ	külmal	Suveturism kasvab ja energiatarve külmal perioodil väheneb.	et
selgitama	VERB	Selgitas	Selgitas neile veel paar korda aga nad itsitasid taas ja taas trummi löömise peale.	et
selgitama	VERB	Selgitad	Selgitad talle tema eksitust, aga kas see muudab rassisti käitumist?	et
aken	NOUN	akende	Seepärast soovitab politsei lahtiste akende läheduses kindlasti lastel silma peal hoida.	et
aken	NOUN	akent	Tuul veel takkajärgi – aina lõgistab mu paokile jäetud akent.	et
võimatu	ADJ	võimatul	Ma arvan, et me tegime igal võimalikul ja võimatul juhul ettepaneku seda mängida.	et
võimatu	ADJ	võimatuid	Karlsson suutis panna Väikevenna tegema kõiksugu võimatuid tempe.	et
kõndima	VERB	kõnniksin	Nad juhatasid parasjagu veel üht meest ja ütlesid, et kõnniksin nende järel.	et
kõndima	VERB	kõnnin	Ma kõnnin koju ja näen lemmikloomapoodi.	et
ala	NOUN	alal	Millisel alal on õpilased spetsialiseerunud?	et
ala	NOUN	Alu	Tema ning koolijuhataja preili Alu tegutsemise tulemusena tabataksegi kooli sattunud kaks petist.	et
sünnipäev	NOUN	sünnipäeva	Mõnikord teadsime, et on raske keelduda teiste külalistega joomast, näiteks kui sõbrad tähistavad sünnipäeva.	et
sünnipäev	NOUN	sünnipäevana	Vastupidi, seda on põhjust tähistada Rahvusarhiivi või pikemalt öeldes Eesti riikliku arhiivinduse sünnipäevana.	et
